date,state,deaths,cases
2020-09-25,North Carolina,47,5422
2020-09-26,North Carolina,31,1583
2020-09-27,North Carolina,2,1166
2020-09-28,North Carolina,9,1090
2020-09-29,North Carolina,42,887
2020-09-30,North Carolina,54,1620
2020-10-01,North Carolina,36,2214
2020-10-02,North Carolina,27,1817
2020-10-03,North Carolina,19,2014
2020-10-04,North Carolina,6,592
2020-10-05,North Carolina,3,2404
2020-10-06,North Carolina,35,1393
2020-10-07,North Carolina,25,1911
2020-10-08,North Carolina,28,2389
2020-10-09,North Carolina,24,2018
2020-10-10,North Carolina,18,2203
2020-10-11,North Carolina,5,1605
2020-10-12,North Carolina,8,1495
2020-10-13,North Carolina,50,1783
2020-10-14,North Carolina,33,1970
2020-10-15,North Carolina,17,2526
2020-10-16,North Carolina,39,2694
2020-10-17,North Carolina,17,1988
2020-10-18,North Carolina,6,2096
2020-10-19,North Carolina,8,1435
2020-10-20,North Carolina,49,1607
2020-10-21,North Carolina,45,1852
2020-10-22,North Carolina,47,2408
2020-10-23,North Carolina,30,2116
2020-10-24,North Carolina,30,2905
2020-10-25,North Carolina,13,1689
2020-10-26,North Carolina,17,2031
2020-10-27,North Carolina,36,2175
2020-10-28,North Carolina,39,2232
2020-10-29,North Carolina,32,2853
2020-10-30,North Carolina,47,2812
2020-10-31,North Carolina,46,2574
2020-11-01,North Carolina,5,1901
2020-11-02,North Carolina,8,1771
2020-11-03,North Carolina,68,2180
2020-11-04,North Carolina,54,2623
2020-11-05,North Carolina,37,2930
2020-11-06,North Carolina,36,2914
2020-11-07,North Carolina,21,2439
2020-11-08,North Carolina,1,1868
2020-11-09,North Carolina,8,1674
2020-11-10,North Carolina,47,2984
2020-11-11,North Carolina,38,2636
2020-11-12,North Carolina,7,3206
2020-11-13,North Carolina,19,2567
2020-11-14,North Carolina,34,3205
2020-11-15,North Carolina,47,2703
2020-11-16,North Carolina,13,2908
2020-11-17,North Carolina,38,3223
2020-11-18,North Carolina,46,3721
2020-11-19,North Carolina,41,3400
2020-11-20,North Carolina,44,4363
2020-11-21,North Carolina,23,3053
2020-11-22,North Carolina,27,3909
2020-11-23,North Carolina,14,2689
2020-11-24,North Carolina,38,3894
2020-11-25,North Carolina,63,4536
2020-11-26,North Carolina,0,46
2020-11-27,North Carolina,63,7516
2020-11-28,North Carolina,9,2990
2020-11-29,North Carolina,30,3470
2020-11-30,North Carolina,17,2844
2020-12-01,North Carolina,26,3647
2020-12-02,North Carolina,84,3910
2020-12-03,North Carolina,48,5845
2020-12-04,North Carolina,51,5795
2020-12-05,North Carolina,42,4595
2020-12-06,North Carolina,31,6260
2020-12-07,North Carolina,20,4776
2020-12-08,North Carolina,44,4724
2020-12-09,North Carolina,62,7620
2020-12-10,North Carolina,48,5811
2020-12-11,North Carolina,39,7040
2020-12-12,North Carolina,40,5334
2020-12-13,North Carolina,24,6330
2020-12-14,North Carolina,44,5066
2020-12-15,North Carolina,27,5582
2020-12-16,North Carolina,104,6325
2020-12-17,North Carolina,90,5111
2020-12-18,North Carolina,52,9456
2020-12-19,North Carolina,50,5496
2020-12-20,North Carolina,37,6184
2020-12-21,North Carolina,26,4638
2020-12-22,North Carolina,57,6729
2020-12-23,North Carolina,76,6627
2020-12-24,North Carolina,2,136
2020-12-25,North Carolina,0,0
2020-12-26,North Carolina,154,16719
2020-12-27,North Carolina,18,2725
2020-12-28,North Carolina,9,4541
2020-12-29,North Carolina,29,4449
2020-12-30,North Carolina,150,8681
2020-12-31,North Carolina,31,5950
2021-01-01,North Carolina,8,2906
2021-01-02,North Carolina,114,15966
2021-01-03,North Carolina,30,5318
2021-01-04,North Carolina,37,6758
2021-01-05,North Carolina,80,6291
2021-01-06,North Carolina,69,6385
2021-01-07,North Carolina,113,10614
2021-01-08,North Carolina,121,9879
2021-01-09,North Carolina,85,9528
2021-01-10,North Carolina,141,8788
2021-01-11,North Carolina,26,9491
2021-01-12,North Carolina,52,5336
2021-01-13,North Carolina,109,5190
2021-01-14,North Carolina,92,8013
2021-01-15,North Carolina,108,9973
2021-01-16,North Carolina,64,7778
2021-01-17,North Carolina,65,5988
2021-01-18,North Carolina,6,1043
2021-01-19,North Carolina,65,8182
2021-01-20,North Carolina,71,9198
2021-01-21,North Carolina,130,5639
2021-01-22,North Carolina,114,9597
2021-01-23,North Carolina,112,6352
2021-01-24,North Carolina,116,5297
2021-01-25,North Carolina,38,4596
2021-01-26,North Carolina,62,5531
2021-01-27,North Carolina,120,4835
2021-01-28,North Carolina,140,6041
2021-01-29,North Carolina,114,7908
2021-01-30,North Carolina,2,626
2021-01-31,North Carolina,166,9838
2021-02-01,North Carolina,16,3403
2021-02-02,North Carolina,80,5676
2021-02-03,North Carolina,148,10693
2021-02-04,North Carolina,142,6755
2021-02-05,North Carolina,113,4975
2021-02-06,North Carolina,82,4102
2021-02-07,North Carolina,55,4368
2021-02-08,North Carolina,13,2893
2021-02-09,North Carolina,58,4152
2021-02-10,North Carolina,138,3623
2021-02-11,North Carolina,110,4587
2021-02-12,North Carolina,72,4060
2021-02-13,North Carolina,74,3539
2021-02-14,North Carolina,42,2791
2021-02-15,North Carolina,21,3199
2021-02-16,North Carolina,66,2338
2021-02-17,North Carolina,101,2947
2021-02-18,North Carolina,92,4041
2021-02-19,North Carolina,59,3234
2021-02-20,North Carolina,67,3189
2021-02-21,North Carolina,27,2080
2021-02-22,North Carolina,19,2725
2021-02-23,North Carolina,31,1592
2021-02-24,North Carolina,93,3254
2021-02-25,North Carolina,62,3386
2021-02-26,North Carolina,54,2754
2021-02-27,North Carolina,24,2324
2021-02-28,North Carolina,1,0
2021-03-01,North Carolina,45,3353
2021-03-02,North Carolina,34,1878
2021-03-03,North Carolina,69,2133
2021-03-04,North Carolina,45,2679
2021-03-05,North Carolina,41,2102
2021-03-06,North Carolina,45,1762
2021-03-07,North Carolina,2,0
2021-03-08,North Carolina,34,2737
2021-03-09,North Carolina,6,430
2021-03-10,North Carolina,66,2780
2021-03-11,North Carolina,21,2195
2021-03-12,North Carolina,39,2098
2021-03-13,North Carolina,28,813
2021-03-14,North Carolina,3,0
2021-03-15,North Carolina,20,3114
2021-03-16,North Carolina,14,1854
2021-03-17,North Carolina,30,1687
2021-03-18,North Carolina,29,2437
2021-03-19,North Carolina,21,1823
2021-03-20,North Carolina,15,1809
2021-03-21,North Carolina,1,0
2021-03-22,North Carolina,16,2992
2021-03-23,North Carolina,13,1305
2021-03-24,North Carolina,97,2143
2021-03-25,North Carolina,50,2109
2021-03-26,North Carolina,24,2192
2021-03-27,North Carolina,0,0
2021-03-28,North Carolina,2,0
2021-03-29,North Carolina,59,5178
2021-03-30,North Carolina,6,1539
2021-03-31,North Carolina,21,2040
2021-04-01,North Carolina,23,2100
2021-04-02,North Carolina,1,0
2021-04-03,North Carolina,0,0
2021-04-04,North Carolina,0,91
2021-04-05,North Carolina,39,6245
2021-04-06,North Carolina,11,1025
2021-04-07,North Carolina,24,1499
2021-04-08,North Carolina,15,2110
2021-04-09,North Carolina,23,2276
2021-04-10,North Carolina,1,0
2021-04-11,North Carolina,2,99
2021-04-12,North Carolina,44,5928
2021-04-13,North Carolina,15,1674
2021-04-14,North Carolina,18,2444
2021-04-15,North Carolina,32,2386
2021-04-16,North Carolina,29,2384
2021-04-17,North Carolina,2,0
2021-04-18,North Carolina,0,0
2021-04-19,North Carolina,27,5758
2021-04-20,North Carolina,17,1120
2021-04-21,North Carolina,40,2041
2021-04-22,North Carolina,34,2477
2021-04-23,North Carolina,18,1994
2021-04-24,North Carolina,1,418
2021-04-25,North Carolina,0,0
2021-04-26,North Carolina,34,5008
2021-04-27,North Carolina,24,1819
2021-04-28,North Carolina,31,1892
2021-04-29,North Carolina,16,1924
2021-04-30,North Carolina,18,2364
2021-05-01,North Carolina,1,92
2021-05-02,North Carolina,0,0
2021-05-03,North Carolina,38,4179
2021-05-04,North Carolina,8,1254
2021-05-05,North Carolina,21,1422
2021-05-06,North Carolina,17,1935
2021-05-07,North Carolina,43,2028
2021-05-08,North Carolina,-1,213
2021-05-09,North Carolina,0,0
2021-05-10,North Carolina,11,3289
2021-05-11,North Carolina,12,1052
2021-05-12,North Carolina,28,1502
2021-05-13,North Carolina,22,1378
2021-05-14,North Carolina,9,1368
2021-05-15,North Carolina,0,271
2021-05-16,North Carolina,0,0
2021-05-17,North Carolina,30,2406
2021-05-18,North Carolina,19,704
2021-05-19,North Carolina,28,1021
2021-05-20,North Carolina,12,-5704
2021-05-21,North Carolina,8,1082
2021-05-22,North Carolina,2,126
2021-05-23,North Carolina,0,0
2021-05-24,North Carolina,26,2147
2021-05-25,North Carolina,17,684
2021-05-26,North Carolina,27,802
2021-05-27,North Carolina,21,904
2021-05-28,North Carolina,25,769
2021-05-29,North Carolina,1,8
2021-05-30,North Carolina,0,68
2021-05-31,North Carolina,0,0
2021-06-01,North Carolina,17,1900
2021-06-02,North Carolina,9,410
2021-06-03,North Carolina,20,496
2021-06-04,North Carolina,21,667
2021-06-05,North Carolina,0,0
2021-06-06,North Carolina,0,61
2021-06-07,North Carolina,48,1231
2021-06-08,North Carolina,13,357
2021-06-09,North Carolina,23,552
2021-06-10,North Carolina,16,469
2021-06-11,North Carolina,19,421
2021-06-12,North Carolina,0,37
2021-06-13,North Carolina,0,0
2021-06-14,North Carolina,24,1132
2021-06-15,North Carolina,5,330
2021-06-16,North Carolina,17,350
2021-06-17,North Carolina,6,392
2021-06-18,North Carolina,20,192
2021-06-19,North Carolina,0,29
2021-06-20,North Carolina,0,0
2021-06-21,North Carolina,27,724
2021-06-22,North Carolina,15,330
2021-06-23,North Carolina,12,468
2021-06-24,North Carolina,13,442
2021-06-25,North Carolina,6,396
2021-06-26,North Carolina,0,3
2021-06-27,North Carolina,0,8
2021-06-28,North Carolina,7,850
2021-06-29,North Carolina,4,236
2021-06-30,North Carolina,7,306
2021-07-01,North Carolina,-3,285
2021-07-02,North Carolina,0,396
2021-07-03,North Carolina,0,54
2021-07-04,North Carolina,0,0
2021-07-05,North Carolina,0,0
2021-07-06,North Carolina,21,1325
2021-07-07,North Carolina,5,570
2021-07-08,North Carolina,15,642
2021-07-09,North Carolina,8,545
2021-07-10,North Carolina,0,57
2021-07-11,North Carolina,0,0
2021-07-12,North Carolina,16,1727
2021-07-13,North Carolina,3,657
2021-07-14,North Carolina,7,968
2021-07-15,North Carolina,7,1030
2021-07-16,North Carolina,4,1030
2021-07-17,North Carolina,0,116
2021-07-18,North Carolina,0,0
2021-07-19,North Carolina,18,2860
2021-07-20,North Carolina,6,846
2021-07-21,North Carolina,9,1444
2021-07-22,North Carolina,12,1775
2021-07-23,North Carolina,8,1677
2021-07-24,North Carolina,0,0
2021-07-25,North Carolina,0,0
2021-07-26,North Carolina,4,5486
2021-07-27,North Carolina,10,1942
2021-07-28,North Carolina,16,2600
2021-07-29,North Carolina,18,3327
2021-07-30,North Carolina,17,3188
2021-07-31,North Carolina,0,59
2021-08-01,North Carolina,0,0
2021-08-02,North Carolina,30,7916
2021-08-03,North Carolina,14,2939
2021-08-04,North Carolina,21,3362
2021-08-05,North Carolina,24,4204
2021-08-06,North Carolina,12,4633
2021-08-07,North Carolina,0,98
2021-08-08,North Carolina,0,0
2021-08-09,North Carolina,23,14498
2021-08-10,North Carolina,9,4438
2021-08-11,North Carolina,22,4975
2021-08-12,North Carolina,16,5730
2021-08-13,North Carolina,20,6557
2021-08-14,North Carolina,0,136
2021-08-15,North Carolina,0,0
2021-08-16,North Carolina,48,13855
2021-08-17,North Carolina,22,4512
2021-08-18,North Carolina,57,5346
2021-08-19,North Carolina,52,7150
2021-08-20,North Carolina,51,6651
2021-08-21,North Carolina,0,107
2021-08-22,North Carolina,0,0
2021-08-23,North Carolina,61,15581
2021-08-24,North Carolina,35,6467
2021-08-25,North Carolina,56,5372
2021-08-26,North Carolina,64,9257
2021-08-27,North Carolina,46,8384
2021-08-28,North Carolina,0,0
2021-08-29,North Carolina,0,0
2021-08-30,North Carolina,94,18371
2021-08-31,North Carolina,57,5628
2021-09-01,North Carolina,61,6997
2021-09-02,North Carolina,96,7296
2021-09-03,North Carolina,84,9199
2021-09-04,North Carolina,0,346
2021-09-05,North Carolina,0,0
2021-09-06,North Carolina,0,0
2021-09-07,North Carolina,122,24854
2021-09-08,North Carolina,77,5061
2021-09-09,North Carolina,94,6784
2021-09-10,North Carolina,73,5350
2021-09-11,North Carolina,0,104
2021-09-12,North Carolina,0,0
2021-09-13,North Carolina,171,23742
2021-09-14,North Carolina,59,4997
2021-09-15,North Carolina,100,7131
2021-09-16,North Carolina,119,6181
2021-09-17,North Carolina,95,8911
2021-09-18,North Carolina,0,136
2021-09-19,North Carolina,0,0
2021-09-20,North Carolina,157,15768
2021-09-21,North Carolina,36,4616
2021-09-22,North Carolina,135,6375
2021-09-23,North Carolina,72,6125
2021-09-24,North Carolina,90,5719
2021-09-25,North Carolina,0,0
2021-09-26,North Carolina,0,0
2021-09-27,North Carolina,127,13452
2021-09-28,North Carolina,52,3407
2021-09-29,North Carolina,156,4580
2021-09-30,North Carolina,80,4943
2021-10-01,North Carolina,84,4520
2021-10-02,North Carolina,0,76
2021-10-03,North Carolina,0,0
2021-10-04,North Carolina,111,11109
2021-10-05,North Carolina,93,2647
2021-10-06,North Carolina,133,3582
2021-10-07,North Carolina,78,3862
2021-10-08,North Carolina,81,3911
2021-10-09,North Carolina,0,0
2021-10-10,North Carolina,0,0
2021-10-11,North Carolina,102,9627
2021-10-12,North Carolina,27,2304
2021-10-13,North Carolina,99,3302
2021-10-14,North Carolina,79,3574
2021-10-15,North Carolina,44,2959
2021-10-16,North Carolina,0,0
2021-10-17,North Carolina,0,0
2021-10-18,North Carolina,81,6960
2021-10-19,North Carolina,40,1427
2021-10-20,North Carolina,64,2663
2021-10-21,North Carolina,56,2911
2021-10-22,North Carolina,70,2675
2021-10-23,North Carolina,0,33
2021-10-24,North Carolina,0,0
2021-10-25,North Carolina,102,5662
2021-10-26,North Carolina,21,1207
2021-10-27,North Carolina,47,2316
2021-10-28,North Carolina,48,2577
2021-10-29,North Carolina,67,2201
2021-10-30,North Carolina,0,34
2021-10-31,North Carolina,0,0
2021-11-01,North Carolina,54,4889
2021-11-02,North Carolina,26,1135
2021-11-03,North Carolina,60,1545
2021-11-04,North Carolina,20,2057
2021-11-05,North Carolina,36,1834
2021-11-06,North Carolina,0,2
2021-11-07,North Carolina,0,0
2021-11-08,North Carolina,65,4165
2021-11-09,North Carolina,27,2221
2021-11-10,North Carolina,35,2192
2021-11-11,North Carolina,0,165
2021-11-12,North Carolina,40,4063
2021-11-13,North Carolina,0,0
2021-11-14,North Carolina,0,0
2021-11-15,North Carolina,25,4286
2021-11-16,North Carolina,26,1787
2021-11-17,North Carolina,52,2257
2021-11-18,North Carolina,49,2467
2021-11-19,North Carolina,34,2365
2021-11-20,North Carolina,0,0
2021-11-21,North Carolina,0,0
2021-11-22,North Carolina,33,5428
2021-11-23,North Carolina,12,1368
2021-11-24,North Carolina,34,1881
2021-11-25,North Carolina,3,422
2021-11-26,North Carolina,0,0
2021-11-27,North Carolina,0,0
2021-11-28,North Carolina,0,0
2021-11-29,North Carolina,35,8154
2021-11-30,North Carolina,26,2033
2021-12-01,North Carolina,38,2936
2021-12-02,North Carolina,19,1789
2021-12-03,North Carolina,18,3726
2021-12-04,North Carolina,0,0
2021-12-05,North Carolina,0,0
2021-12-06,North Carolina,35,8514
2021-12-07,North Carolina,20,2178
2021-12-08,North Carolina,43,3277
2021-12-09,North Carolina,32,4157
2021-12-10,North Carolina,21,3656
2021-12-11,North Carolina,0,0
2021-12-12,North Carolina,0,0
2021-12-13,North Carolina,34,8779
2021-12-14,North Carolina,23,2048
2021-12-15,North Carolina,37,3749
2021-12-16,North Carolina,29,4170
2021-12-17,North Carolina,22,3985
2021-12-18,North Carolina,0,94
2021-12-19,North Carolina,0,0
2021-12-20,North Carolina,46,10236
2021-12-21,North Carolina,16,2900
2021-12-22,North Carolina,50,5196
2021-12-23,North Carolina,0,0
2021-12-24,North Carolina,0,0
2021-12-25,North Carolina,0,0
2021-12-26,North Carolina,0,0
2021-12-27,North Carolina,0,0
2021-12-28,North Carolina,75,32389
2021-12-29,North Carolina,31,9101
2021-12-30,North Carolina,60,17588
2021-12-31,North Carolina,27,18652
2022-01-01,North Carolina,0,0
2022-01-02,North Carolina,0,0
2022-01-03,North Carolina,31,47202
2022-01-04,North Carolina,37,10763
2022-01-05,North Carolina,48,19919
2022-01-06,North Carolina,44,23622
2022-01-07,North Carolina,33,25587
2022-01-08,North Carolina,0,305
2022-01-09,North Carolina,0,0
2022-01-10,North Carolina,66,73688
2022-01-11,North Carolina,21,17625
2022-01-12,North Carolina,58,24369
2022-01-13,North Carolina,87,36765
2022-01-14,North Carolina,53,34347
2022-01-15,North Carolina,0,1391
2022-01-16,North Carolina,0,0
2022-01-17,North Carolina,0,0
2022-01-18,North Carolina,97,121315
2022-01-19,North Carolina,38,19471
2022-01-20,North Carolina,70,25753
2022-01-21,North Carolina,85,36579
2022-01-22,North Carolina,0,0
2022-01-23,North Carolina,0,0
2022-01-24,North Carolina,95,82054
2022-01-25,North Carolina,46,18482
2022-01-26,North Carolina,110,20205
2022-01-27,North Carolina,77,27526
2022-01-28,North Carolina,73,21115
2022-01-29,North Carolina,0,0
2022-01-30,North Carolina,0,0
2022-01-31,North Carolina,162,47719
2022-02-01,North Carolina,60,9313
2022-02-02,North Carolina,90,12443
2022-02-03,North Carolina,120,15049
2022-02-04,North Carolina,70,12293
2022-02-05,North Carolina,0,0
2022-02-06,North Carolina,0,0
2022-02-07,North Carolina,152,24174
2022-02-08,North Carolina,76,4522
2020-03-11,North Dakota,0,1
2020-03-12,North Dakota,0,0
2020-03-13,North Dakota,0,0
2020-03-14,North Dakota,0,0
2020-03-15,North Dakota,0,0
2020-03-16,North Dakota,0,0
2020-03-17,North Dakota,0,4
2020-03-18,North Dakota,0,2
2020-03-19,North Dakota,0,12
2020-03-20,North Dakota,0,8
2020-03-21,North Dakota,0,1
2020-03-22,North Dakota,0,2
2020-03-23,North Dakota,0,2
2020-03-24,North Dakota,0,5
2020-03-25,North Dakota,0,8
2020-03-26,North Dakota,0,13
2020-03-27,North Dakota,1,10
2020-03-28,North Dakota,0,25
2020-03-29,North Dakota,0,4
2020-03-30,North Dakota,2,12
2020-03-31,North Dakota,0,17
2020-04-01,North Dakota,0,21
2020-04-02,North Dakota,0,12
2020-04-03,North Dakota,0,14
2020-04-04,North Dakota,0,13
2020-04-05,North Dakota,0,21
2020-04-06,North Dakota,0,18
2020-04-07,North Dakota,1,12
2020-04-08,North Dakota,0,14
2020-04-09,North Dakota,1,18
2020-04-10,North Dakota,2,9
2020-04-11,North Dakota,0,15
2020-04-12,North Dakota,1,15
2020-04-13,North Dakota,1,23
2020-04-14,North Dakota,0,10
2020-04-15,North Dakota,0,24
2020-04-16,North Dakota,0,28
2020-04-17,North Dakota,0,46
2020-04-18,North Dakota,0,89
2020-04-19,North Dakota,1,57
2020-04-20,North Dakota,3,42
2020-04-21,North Dakota,0,17
2020-04-22,North Dakota,1,35
2020-04-23,North Dakota,1,30
2020-04-24,North Dakota,0,39
2020-04-25,North Dakota,1,55
2020-04-26,North Dakota,1,64
2020-04-27,North Dakota,2,75
2020-04-28,North Dakota,0,49
2020-04-29,North Dakota,0,42
2020-04-30,North Dakota,0,34
2020-05-01,North Dakota,4,40
2020-05-02,North Dakota,1,46
2020-05-03,North Dakota,1,38
2020-05-04,North Dakota,0,34
2020-05-05,North Dakota,0,41
2020-05-06,North Dakota,6,57
2020-05-07,North Dakota,0,48
2020-05-08,North Dakota,2,54
2020-05-09,North Dakota,2,39
2020-05-10,North Dakota,0,27
2020-05-11,North Dakota,1,27
2020-05-12,North Dakota,2,53
2020-05-13,North Dakota,2,76
2020-05-14,North Dakota,0,65
2020-05-15,North Dakota,2,49
2020-05-16,North Dakota,0,87
2020-05-17,North Dakota,1,52
2020-05-18,North Dakota,1,31
2020-05-19,North Dakota,1,63
2020-05-20,North Dakota,4,101
2020-05-21,North Dakota,2,134
2020-05-22,North Dakota,1,88
2020-05-23,North Dakota,0,48
2020-05-24,North Dakota,1,53
2020-05-25,North Dakota,1,39
2020-05-26,North Dakota,0,-35
2020-05-27,North Dakota,5,20
2020-05-28,North Dakota,1,42
2020-05-29,North Dakota,2,39
2020-05-30,North Dakota,1,34
2020-05-31,North Dakota,1,23
2020-06-01,North Dakota,0,48
2020-06-02,North Dakota,4,21
2020-06-03,North Dakota,1,33
2020-06-04,North Dakota,0,27
2020-06-05,North Dakota,5,39
2020-06-06,North Dakota,1,71
2020-06-07,North Dakota,0,45
2020-06-08,North Dakota,0,19
2020-06-09,North Dakota,0,21
2020-06-10,North Dakota,1,40
2020-06-11,North Dakota,1,39
2020-06-12,North Dakota,0,36
2020-06-13,North Dakota,0,42
2020-06-14,North Dakota,0,22
2020-06-15,North Dakota,0,21
2020-06-16,North Dakota,0,23
2020-06-17,North Dakota,1,43
2020-06-18,North Dakota,3,29
2020-06-19,North Dakota,1,33
2020-06-20,North Dakota,0,25
2020-06-21,North Dakota,1,37
2020-06-22,North Dakota,0,25
2020-06-23,North Dakota,1,7
2020-06-24,North Dakota,2,44
2020-06-25,North Dakota,1,32
2020-06-26,North Dakota,0,28
2020-06-27,North Dakota,0,37
2020-06-28,North Dakota,1,37
2020-06-29,North Dakota,0,44
2020-06-30,North Dakota,0,37
2020-07-01,North Dakota,1,39
2020-07-02,North Dakota,0,42
2020-07-03,North Dakota,0,65
2020-07-04,North Dakota,0,57
2020-07-05,North Dakota,0,37
2020-07-06,North Dakota,0,33
2020-07-07,North Dakota,0,45
2020-07-08,North Dakota,0,72
2020-07-09,North Dakota,0,99
2020-07-10,North Dakota,0,84
2020-07-11,North Dakota,2,89
2020-07-12,North Dakota,0,91
2020-07-13,North Dakota,0,108
2020-07-14,North Dakota,1,51
2020-07-15,North Dakota,0,72
2020-07-16,North Dakota,1,103
2020-07-17,North Dakota,1,124
2020-07-18,North Dakota,0,115
2020-07-19,North Dakota,2,112
2020-07-20,North Dakota,1,107
2020-07-21,North Dakota,1,81
2020-07-22,North Dakota,2,160
2020-07-23,North Dakota,1,126
2020-07-24,North Dakota,2,121
2020-07-25,North Dakota,0,122
2020-07-26,North Dakota,0,140
2020-07-27,North Dakota,0,110
2020-07-28,North Dakota,1,155
2020-07-29,North Dakota,2,86
2020-07-30,North Dakota,1,74
2020-07-31,North Dakota,0,168
2020-08-01,North Dakota,0,133
2020-08-02,North Dakota,2,58
2020-08-03,North Dakota,0,125
2020-08-04,North Dakota,2,148
2020-08-05,North Dakota,1,124
2020-08-06,North Dakota,1,120
2020-08-07,North Dakota,1,150
2020-08-08,North Dakota,2,181
2020-08-09,North Dakota,0,88
2020-08-10,North Dakota,1,117
2020-08-11,North Dakota,5,172
2020-08-12,North Dakota,2,85
2020-08-13,North Dakota,0,201
2020-08-14,North Dakota,1,151
2020-08-15,North Dakota,0,122
2020-08-16,North Dakota,4,143
2020-08-17,North Dakota,1,60
2020-08-18,North Dakota,2,135
2020-08-19,North Dakota,2,186
2020-08-20,North Dakota,0,274
2020-08-21,North Dakota,2,232
2020-08-22,North Dakota,3,262
2020-08-23,North Dakota,1,140
2020-08-24,North Dakota,1,124
2020-08-25,North Dakota,1,229
2020-08-26,North Dakota,0,238
2020-08-27,North Dakota,1,333
2020-08-28,North Dakota,0,310
2020-08-29,North Dakota,2,374
2020-08-30,North Dakota,1,218
2020-08-31,North Dakota,1,114
2020-09-01,North Dakota,2,184
2020-09-02,North Dakota,3,267
2020-09-03,North Dakota,2,362
2020-09-04,North Dakota,0,344
2020-09-05,North Dakota,5,361
2020-09-06,North Dakota,1,297
2020-09-07,North Dakota,0,170
2020-09-08,North Dakota,0,71
2020-09-09,North Dakota,1,238
2020-09-10,North Dakota,2,332
2020-09-11,North Dakota,4,241
2020-09-12,North Dakota,3,467
2020-09-13,North Dakota,1,426
2020-09-14,North Dakota,2,254
2020-09-15,North Dakota,2,233
2020-09-16,North Dakota,5,269
2020-09-17,North Dakota,5,390
2020-09-18,North Dakota,2,507
2020-09-19,North Dakota,8,377
2020-09-20,North Dakota,0,351
2020-09-21,North Dakota,1,286
2020-09-22,North Dakota,3,264
2020-09-23,North Dakota,7,473
2020-09-24,North Dakota,9,470
2020-09-25,North Dakota,7,434
2020-09-26,North Dakota,8,495
2020-09-27,North Dakota,4,344
2020-09-28,North Dakota,3,259
2020-09-29,North Dakota,5,418
2020-09-30,North Dakota,8,445
2020-10-01,North Dakota,9,372
2020-10-02,North Dakota,8,476
2020-10-03,North Dakota,7,440
2020-10-04,North Dakota,3,416
2020-10-05,North Dakota,3,312
2020-10-06,North Dakota,4,503
2020-10-07,North Dakota,24,493
2020-10-08,North Dakota,6,527
2020-10-09,North Dakota,11,656
2020-10-10,North Dakota,15,588
2020-10-11,North Dakota,3,637
2020-10-12,North Dakota,7,473
2020-10-13,North Dakota,12,508
2020-10-14,North Dakota,8,702
2020-10-15,North Dakota,5,706
2020-10-16,North Dakota,18,864
2020-10-17,North Dakota,11,744
2020-10-18,North Dakota,5,717
2020-10-19,North Dakota,4,659
2020-10-20,North Dakota,4,1029
2020-10-21,North Dakota,10,499
2020-10-22,North Dakota,9,887
2020-10-23,North Dakota,9,887
2020-10-24,North Dakota,8,935
2020-10-25,North Dakota,8,845
2020-10-26,North Dakota,5,522
2020-10-27,North Dakota,15,889
2020-10-28,North Dakota,12,777
2020-10-29,North Dakota,11,1223
2020-10-30,North Dakota,13,1353
2020-10-31,North Dakota,12,1433
2020-11-01,North Dakota,7,1127
2020-11-02,North Dakota,9,972
2020-11-03,North Dakota,16,1172
2020-11-04,North Dakota,12,1114
2020-11-05,North Dakota,28,1536
2020-11-06,North Dakota,17,1765
2020-11-07,North Dakota,15,1602
2020-11-08,North Dakota,11,1101
2020-11-09,North Dakota,5,1153
2020-11-10,North Dakota,30,894
2020-11-11,North Dakota,12,1021
2020-11-12,North Dakota,12,1801
2020-11-13,North Dakota,10,1429
2020-11-14,North Dakota,19,2270
2020-11-15,North Dakota,10,924
2020-11-16,North Dakota,7,1089
2020-11-17,North Dakota,26,1082
2020-11-18,North Dakota,16,1263
2020-11-19,North Dakota,10,1382
2020-11-20,North Dakota,23,1404
2020-11-21,North Dakota,16,1524
2020-11-22,North Dakota,6,1143
2020-11-23,North Dakota,6,714
2020-11-24,North Dakota,37,1004
2020-11-25,North Dakota,4,1077
2020-11-26,North Dakota,10,964
2020-11-27,North Dakota,5,790
2020-11-28,North Dakota,13,703
2020-11-29,North Dakota,5,723
2020-11-30,North Dakota,7,594
2020-12-01,North Dakota,27,403
2020-12-02,North Dakota,12,480
2020-12-03,North Dakota,11,970
2020-12-04,North Dakota,12,844
2020-12-05,North Dakota,18,555
2020-12-06,North Dakota,6,477
2020-12-07,North Dakota,9,361
2020-12-08,North Dakota,36,2340
2020-12-09,North Dakota,17,461
2020-12-10,North Dakota,28,564
2020-12-11,North Dakota,27,507
2020-12-12,North Dakota,22,376
2020-12-13,North Dakota,0,281
2020-12-14,North Dakota,5,196
2020-12-15,North Dakota,13,328
2020-12-16,North Dakota,25,291
2020-12-17,North Dakota,9,377
2020-12-18,North Dakota,21,494
2020-12-19,North Dakota,6,231
2020-12-20,North Dakota,0,251
2020-12-21,North Dakota,2,82
2020-12-22,North Dakota,5,332
2020-12-23,North Dakota,5,270
2020-12-24,North Dakota,18,226
2020-12-25,North Dakota,4,274
2020-12-26,North Dakota,0,133
2020-12-27,North Dakota,2,110
2020-12-28,North Dakota,4,93
2020-12-29,North Dakota,6,271
2020-12-30,North Dakota,6,372
2020-12-31,North Dakota,10,294
2021-01-01,North Dakota,17,275
2021-01-02,North Dakota,1,121
